user_id,anime_id,rating
1176,20583,9
1176,20787,7
1176,20853,6
1176,21603,7
1176,21881,6
1176,22043,7
1176,22147,7
1176,22199,7
1176,22297,8
1176,22319,7
1176,22535,8
1176,22789,8
1176,23199,8
1176,23233,5
1176,23273,8
1176,23281,7
1176,23283,9
1176,23289,9
1176,23321,7
1176,23755,9
1176,23847,8
1176,24415,8
1176,24439,8
1176,24703,7
1176,24833,8
1176,25183,7
1176,26243,7
1176,27787,8
1176,27899,5
1176,28121,8
1176,28171,9
1176,28223,9
1176,28623,7
1176,28677,8
1176,28701,8
1176,28891,9
1176,28927,7
1176,29786,7
1176,30015,8
1176,30240,9
1176,30276,8
1176,30307,7
1176,30503,8
1176,30654,9
1176,30831,8
1176,31043,7
1176,31240,8
1176,31442,7
1176,31478,7
1176,31798,8
1176,31859,7
1176,31964,8
1176,32182,8
1176,32282,8
1176,32542,7
1176,32729,7
1287,20,1
1287,59,9
1287,71,9
1287,72,9
1287,121,10
1287,223,10
1287,225,8
1287,226,10
1287,249,10
1287,270,10
1287,355,10
1287,356,9
1287,384,9
1287,430,9
1287,552,10
1287,777,10
1287,813,10
1287,849,9
1287,1195,10
1287,1535,10
1287,1575,10
1287,1726,10
1287,1840,10
1287,2001,10
1287,2476,7
1287,2787,10
1287,2904,10
1287,2966,10
1287,2993,10
1287,3455,10
1287,3712,10
1287,4063,10
1287,4214,10
1287,4224,8
1287,4382,9
1287,4654,10
1287,4975,9
1287,5081,10
1287,5114,10
1287,5341,10
1287,5958,10
1287,6213,9
1287,6347,10
1287,6547,10
1287,6746,10
1287,6880,10
1287,7054,10
1287,7088,10
1287,7311,10
1287,7593,10
1287,7724,10
1287,7817,8
1287,8074,10
1287,8516,10
1287,8525,10
1287,8630,9
1287,8675,8
1287,8769,10
1287,8841,10
1287,8861,9
1287,8937,10
1287,9041,10
1287,9253,10
1287,9919,10
1287,9989,10
1287,10080,10
1287,10087,9
1287,10110,8
1287,10620,10
1287,10719,10
1287,10790,10
1287,10793,9
1287,11111,10
1287,11285,10
1287,11319,10
1287,11499,10
1287,11577,9
1287,11597,10
1287,11617,10
1287,11633,10
1287,11741,9
1287,11757,10
1287,11759,10
1287,11887,9
1287,12189,10
1287,12445,10
1287,12549,10
1287,13601,9
1287,13659,10
1287,13759,10
1287,14075,10
1287,14227,10
1287,14345,10
1287,14467,10
1287,14741,10
1287,14813,10
1287,14833,10
1287,14967,10
1287,15225,9
1287,15315,10
1287,15451,10
1287,15583,10
1287,15689,9
1287,15809,10
1287,16011,10
1287,16498,10
1287,16592,10
1287,16742,9
1287,17074,10
1287,17265,10
1287,17729,10
1287,17895,10
1287,18153,10
1287,18277,10
1287,18671,8
1287,18679,10
1287,18897,10
1287,19163,10
1287,19221,10
1287,19815,10
1287,20507,10
1287,20785,10
1287,20787,10
1287,20853,9
1287,21603,9
1287,21881,9
1287,21995,7
1287,22147,10
1287,22199,8
1287,22297,10
1287,22319,10
1287,22535,10
1287,22729,10
1287,22789,9
1287,23199,10
1287,23233,10
1287,23273,10
1287,23281,10
1287,23283,9
1287,23289,7
1287,23321,10
1287,23755,10
1287,23847,10
1287,24439,10
1287,24703,10
1287,24833,10
1287,25157,10
1287,25183,9
1287,25397,8
1287,26243,10
1287,27631,9
1287,27775,9
1287,27787,10
1287,27899,10
1287,28121,10
1287,28171,10
1287,28223,10
1287,28497,8
1287,28623,10
1287,28677,10
1287,28701,10
1287,28907,9
1287,28927,9
1287,28999,9
1287,29786,9
1287,29803,10
1287,30015,10
1287,30240,10
1287,30276,10
1287,30296,10
1287,30307,10
1287,30503,10
1287,30544,9
1287,30654,10
1287,30831,9
1287,31043,10
1287,31240,10
1287,31442,9
1287,31478,9
1287,31798,8
1287,31859,8
1287,31964,9
1287,32182,10
1287,32282,10
1344,1,8
1344,6,9
1344,30,10
1344,32,9
1344,33,9
1344,71,9
1344,72,8
1344,121,9
1344,150,8
1344,164,8
1344,199,8
1344,223,9
1344,225,9
1344,226,7
1344,227,7
1344,245,8
1344,269,8
1344,270,9
1344,355,7
1344,431,8
1344,457,8
1344,777,9
1344,813,10
1344,889,7
1344,918,8
1344,934,7
1344,1195,7
1344,1482,8
1344,1519,7
1344,1535,8
1344,1575,7
1344,1604,8
1344,1818,8
1344,1840,7
1344,2001,7
1344,2025,7
1344,2167,7
1344,2251,7
1344,2476,5
1344,2593,7
1344,2759,9
1344,2787,7
1344,2904,7
1344,2966,7
1344,2993,6
1344,3457,6
1344,3588,9
1344,3712,7
1344,3784,9
1344,4181,7
1344,4898,8
1344,4975,6
1344,5081,7
1344,5114,10
1344,5341,7
1344,5530,7
1344,5630,7
1344,6547,6
1344,6573,7
1344,6702,9
1344,6707,8
1344,6746,8
1344,6880,8
1344,7674,7
1344,7724,7
1344,7817,5
1344,8074,8
1344,8425,7
1344,8525,7
1344,8630,6
1344,8675,7
1344,8769,7
1344,8841,6
1344,8861,5
1344,9041,7
1344,9253,9
1344,9513,8
1344,9756,6
1344,9919,8
1344,9989,7
1344,10080,7
1344,10087,8
1344,10110,7
1344,10161,7
1344,10408,7
1344,10620,7
1344,10719,7
1344,10790,6
1344,10793,7
1344,11013,7
1344,11061,8
1344,11111,7
1344,11285,6
1344,11319,7
1344,11433,6
1344,11499,6
1344,11577,8
1344,11597,7
1344,11617,7
1344,11633,7
1344,11741,8
1344,11757,8
1344,11759,7
1344,11771,9
1344,12355,8
1344,12445,7
1344,12549,7
1344,13125,7
1344,13601,9
1344,13659,7
1344,14075,7
1344,14227,7
1344,14345,8
1344,14467,7
1344,14513,8
1344,14741,7
1344,14813,8
1344,14833,7
1344,14967,7
1344,15225,6
1344,15451,8
1344,15583,6
1344,15689,7
1344,16011,8
1344,16067,6
1344,16498,9
1344,16592,7
1344,16742,8
